2025-05-25T09:33:31.615846,0,0,40.246151915,-111.6471946017
2025-05-25T09:33:32.116071,0,0,40.2461519067,-111.6471944333
2025-05-25T09:33:32.615956,0,0,40.246151995,-111.6471940117
2025-05-25T09:33:33.115949,0,0,40.2461520067,-111.6471938383
2025-05-25T09:33:33.615973,0,0,40.2461520067,-111.6471938383
2025-05-25T09:33:34.115981,0,0,40.2461520467,-111.6471931
2025-05-25T09:33:34.615856,0,0,40.24615208,-111.6471925917
2025-05-25T09:33:35.116001,0,0,40.2461520783,-111.64719181
2025-05-25T09:33:35.615969,0,0,40.2461521867,-111.6471910167
2025-05-25T09:33:36.116067,0,0,40.2461521567,-111.6471906533
2025-05-25T09:33:36.615829,0,0,40.2461521567,-111.6471906533
2025-05-25T09:33:37.115906,0,0,40.24615479,-111.6471867933
2025-05-25T09:33:37.615815,0,0,40.24615631,-111.6471848483
2025-05-25T09:33:38.115866,0,0,40.2461579517,-111.64718359
2025-05-25T09:33:38.616021,0,0,40.246160865,-111.6471814983
2025-05-25T09:33:39.115862,0,0,40.2461616533,-111.6471810483
2025-05-25T09:33:39.615808,0,0,40.2461616533,-111.6471810483
2025-05-25T09:33:40.115859,0,0,40.24616502,-111.6471788933
2025-05-25T09:33:40.615860,0,0,40.2461666683,-111.6471779017
2025-05-25T09:33:41.116073,0,0,40.2461684383,-111.64717638
2025-05-25T09:33:41.615896,0,0,40.24617071,-111.6471735583
2025-05-25T09:33:42.116066,0,0,40.24617154,-111.647172845
2025-05-25T09:33:42.615842,0,0,40.24617154,-111.647172845
2025-05-25T09:33:43.115908,0,0,40.2461731583,-111.6471715733
2025-05-25T09:33:43.616064,0,0,40.246174785,-111.6471699383
2025-05-25T09:33:44.116046,0,0,40.2461764083,-111.6471679067
2025-05-25T09:33:44.616070,0,0,40.2461790217,-111.647166055
2025-05-25T09:33:45.116006,0,0,40.2461800617,-111.6471649267
2025-05-25T09:33:45.616071,0,0,40.2461800617,-111.6471649267
2025-05-25T09:33:46.116103,0,0,40.246184185,-111.64716141
2025-05-25T09:33:46.615831,0,0,40.2461861217,-111.6471591133
2025-05-25T09:33:47.116086,0,0,40.2461877467,-111.6471566283
2025-05-25T09:33:47.616066,0,0,40.2461905483,-111.6471530983
2025-05-25T09:33:48.115932,0,0,40.246191345,-111.6471523983
2025-05-25T09:33:48.616098,0,0,40.246191345,-111.6471523983
2025-05-25T09:33:49.116097,0,0,40.2461946033,-111.6471478917
2025-05-25T09:33:49.616084,0,0,40.24619652,-111.64714526
2025-05-25T09:33:50.115833,0,0,40.2461984583,-111.6471422433
2025-05-25T09:33:50.616091,0,0,40.2462007367,-111.6471377067
2025-05-25T09:33:51.115838,0,0,40.2462016183,-111.6471361583
2025-05-25T09:33:51.616015,0,0,40.2462016183,-111.6471361583
2025-05-25T09:33:52.115821,0,0,40.2462048067,-111.64713072
2025-05-25T09:33:52.615994,0,0,40.2462059233,-111.6471280317
2025-05-25T09:33:53.115821,0,0,40.2462073517,-111.6471254383
2025-05-25T09:33:53.615922,0,0,40.2462099467,-111.647121705
2025-05-25T09:33:54.116041,0,0,40.2462109117,-111.6471202267
2025-05-25T09:33:54.615982,0,0,40.2462109117,-111.6471202267
2025-05-25T09:33:55.116029,0,0,40.2462136833,-111.6471142683
2025-05-25T09:33:55.615836,0,0,40.24621495,-111.64711176
